data,method1,method2,criteria,K,value
Author,LogisticLASSO,Tree,Jaccard,18,0.2704469793235644
Author,LogisticLASSO,Tree,Jaccard,19,0.27935614369100187
Author,LogisticLASSO,Tree,Jaccard,20,0.28501126162403806
Author,LogisticLASSO,Tree,Jaccard,21,0.2949808745696906
Author,LogisticLASSO,Tree,Jaccard,22,0.29914684192351954
Author,LogisticLASSO,Tree,Jaccard,23,0.30658129355052066
Author,LogisticLASSO,Tree,Jaccard,24,0.3104606744039891
Author,LogisticLASSO,Tree,Jaccard,25,0.313696260021421
Author,LogisticLASSO,Tree,Jaccard,26,0.3155504900972585
Author,LogisticLASSO,Tree,Jaccard,27,0.31882492294927706
Author,LogisticLASSO,Tree,Jaccard,28,0.3189643858271245
Author,LogisticLASSO,Tree,Jaccard,29,0.3191166530565031
Author,LogisticLASSO,Tree,Jaccard,30,0.3196616342242349
Author,LogisticLASSO,Tree,RBO,1,0.0
Author,LogisticLASSO,Tree,RBO,2,0.05
Author,LogisticLASSO,Tree,RBO,3,0.11555555555555547
Author,LogisticLASSO,Tree,RBO,4,0.16041666666666682
Author,LogisticLASSO,Tree,RBO,5,0.2007333333333332
Author,LogisticLASSO,Tree,RBO,6,0.22450000000000014
Author,LogisticLASSO,Tree,RBO,7,0.24120408163265294
Author,LogisticLASSO,Tree,RBO,8,0.2540223214285714
Author,LogisticLASSO,Tree,RBO,9,0.2635753968253971
Author,LogisticLASSO,Tree,RBO,10,0.2713178571428571
Author,LogisticLASSO,Tree,RBO,11,0.2780575560802834
Author,LogisticLASSO,Tree,RBO,12,0.28446942640692635
Author,LogisticLASSO,Tree,RBO,13,0.2911670444939675
Author,LogisticLASSO,Tree,RBO,14,0.2980224596831739
Author,LogisticLASSO,Tree,RBO,15,0.3039765179265178
Author,LogisticLASSO,Tree,RBO,16,0.30984012081668333
Author,LogisticLASSO,Tree,RBO,17,0.31548075719815566
Author,LogisticLASSO,Tree,RBO,18,0.3209677405067221
Author,LogisticLASSO,Tree,RBO,19,0.3258882927051889
Author,LogisticLASSO,Tree,RBO,20,0.32949320250545766
Author,LogisticLASSO,Tree,RBO,21,0.3324513554633038
Author,LogisticLASSO,Tree,RBO,22,0.33426806800951053
Author,LogisticLASSO,Tree,RBO,23,0.33515975006180015
Author,LogisticLASSO,Tree,RBO,24,0.335696941318084
Author,LogisticLASSO,Tree,RBO,25,0.3357745341271011
Author,LogisticLASSO,Tree,RBO,26,0.3357745341271011
Author,LogisticLASSO,Tree,RBO,27,0.3357745341271011
Author,LogisticLASSO,Tree,RBO,28,0.3357745341271011
Author,LogisticLASSO,Tree,RBO,29,0.3357745341271011
Author,LogisticLASSO,Tree,RBO,30,0.3357745341271011
Author,LogisticLASSO,XGB,Jaccard,1,0.14
Author,LogisticLASSO,XGB,Jaccard,2,0.27333333333333304
Author,LogisticLASSO,XGB,Jaccard,3,0.18999999999999964
Author,LogisticLASSO,XGB,Jaccard,4,0.1414285714285713
Author,LogisticLASSO,XGB,Jaccard,5,0.14583333333333312
Author,LogisticLASSO,XGB,Jaccard,6,0.18799999999999972
Author,LogisticLASSO,XGB,Jaccard,7,0.17531468531468528
Author,LogisticLASSO,XGB,Jaccard,8,0.1651282051282049
Author,LogisticLASSO,XGB,Jaccard,9,0.16014285714285706
Author,LogisticLASSO,XGB,Jaccard,10,0.15866013071895402
Author,LogisticLASSO,XGB,Jaccard,11,0.15935534915720645
Author,LogisticLASSO,XGB,Jaccard,12,0.16260195944406458
Author,LogisticLASSO,XGB,Jaccard,13,0.16950207039337456
Author,LogisticLASSO,XGB,Jaccard,14,0.17866711259754742
Author,LogisticLASSO,XGB,Jaccard,15,0.18918232733450105
Author,LogisticLASSO,XGB,Jaccard,16,0.19792372531682875
Author,LogisticLASSO,XGB,Jaccard,17,0.2173972524982537
Author,LogisticLASSO,XGB,Jaccard,18,0.23737302232435714
Author,LogisticLASSO,XGB,Jaccard,19,0.2568307866792294
Author,LogisticLASSO,XGB,Jaccard,20,0.26835609179964814
Author,LogisticLASSO,XGB,Jaccard,21,0.2849335432120062
Author,LogisticLASSO,XGB,Jaccard,22,0.29427578718397496
Author,LogisticLASSO,XGB,Jaccard,23,0.30750972308402635
Author,LogisticLASSO,XGB,Jaccard,24,0.3197812204437589
Author,LogisticLASSO,XGB,Jaccard,25,0.33077774295866846
Author,LogisticLASSO,XGB,Jaccard,26,0.34011738723869656
Author,LogisticLASSO,XGB,Jaccard,27,0.3499584520212264
Author,LogisticLASSO,XGB,Jaccard,28,0.35903209455588775
Author,LogisticLASSO,XGB,Jaccard,29,0.3675052307197166
Author,LogisticLASSO,XGB,Jaccard,30,0.37257551392411975
Author,LogisticLASSO,XGB,RBO,1,0.14
Author,LogisticLASSO,XGB,RBO,2,0.275
Author,LogisticLASSO,XGB,RBO,3,0.2888888888888892
Author,LogisticLASSO,XGB,RBO,4,0.2785416666666663
Author,LogisticLASSO,XGB,RBO,5,0.27283333333333337
Author,LogisticLASSO,XGB,RBO,6,0.27986111111111117
Author,LogisticLASSO,XGB,RBO,7,0.28232993197278944
Author,LogisticLASSO,XGB,RBO,8,0.2821949404761903
Author,LogisticLASSO,XGB,RBO,9,0.28121031746031727
Author,LogisticLASSO,XGB,RBO,10,0.2801892857142858
Author,LogisticLASSO,XGB,RBO,11,0.27942827626918537
Author,LogisticLASSO,XGB,RBO,12,0.279198142135642
Author,LogisticLASSO,XGB,RBO,13,0.27979236788852185
Author,LogisticLASSO,XGB,RBO,14,0.2812357701821987
Author,LogisticLASSO,XGB,RBO,15,0.28350894105894103
Author,LogisticLASSO,XGB,RBO,16,0.28621931974275716
Author,LogisticLASSO,XGB,RBO,17,0.290178736920519
Author,LogisticLASSO,XGB,RBO,18,0.2951688070916012
Author,LogisticLASSO,XGB,RBO,19,0.3009374039584919
Author,LogisticLASSO,XGB,RBO,20,0.30676935115205217
Author,LogisticLASSO,XGB,RBO,21,0.31301639634531836
Author,LogisticLASSO,XGB,RBO,22,0.3191879446608523
Author,LogisticLASSO,XGB,RBO,23,0.3254646994641572
Author,LogisticLASSO,XGB,RBO,24,0.331603946903747
Author,LogisticLASSO,XGB,RBO,25,0.33762660924738525
Author,LogisticLASSO,XGB,RBO,26,0.3436143922391461
Author,LogisticLASSO,XGB,RBO,27,0.34921058667212457
Author,LogisticLASSO,XGB,RBO,28,0.35376128509593385
Author,LogisticLASSO,XGB,RBO,29,0.3579730074039354
Author,LogisticLASSO,XGB,RBO,30,0.36090155974355015
Author,LogisticLASSO,permutation (MLP),Jaccard,1,0.08
Author,LogisticLASSO,permutation (MLP),Jaccard,2,0.07666666666666665
Author,LogisticLASSO,permutation (MLP),Jaccard,3,0.10599999999999998
Author,LogisticLASSO,permutation (MLP),Jaccard,4,0.12457142857142854
Author,LogisticLASSO,permutation (MLP),Jaccard,5,0.13615079365079352
Author,LogisticLASSO,permutation (MLP),Jaccard,6,0.1463549783549784
Author,LogisticLASSO,permutation (MLP),Jaccard,7,0.16239937839937837
Author,LogisticLASSO,permutation (MLP),Jaccard,8,0.16429570429570414
Author,LogisticLASSO,permutation (MLP),Jaccard,9,0.16863736263736256
Author,LogisticLASSO,permutation (MLP),Jaccard,10,0.1760844513243893
Author,LogisticLASSO,permutation (MLP),Jaccard,11,0.18402282667452932
Author,LogisticLASSO,permutation (MLP),Jaccard,12,0.19421124305765575
Author,LogisticLASSO,permutation (MLP),Jaccard,13,0.20053728293064668
Author,LogisticLASSO,permutation (MLP),Jaccard,14,0.2072877064964022
Author,LogisticLASSO,permutation (MLP),Jaccard,15,0.2182965826444086
Author,LogisticLASSO,permutation (MLP),Jaccard,16,0.2291671111940978
Author,LogisticLASSO,permutation (MLP),Jaccard,17,0.23723628862485927
Author,LogisticLASSO,permutation (MLP),Jaccard,18,0.25194839932036794
Author,LogisticLASSO,permutation (MLP),Jaccard,19,0.26185241323656555
Author,LogisticLASSO,permutation (MLP),Jaccard,20,0.2699951811040927
Author,LogisticLASSO,permutation (MLP),Jaccard,21,0.2786422623326128
Author,LogisticLASSO,permutation (MLP),Jaccard,22,0.2877114896739819
Author,LogisticLASSO,permutation (MLP),Jaccard,23,0.30021088077183256
Author,LogisticLASSO,permutation (MLP),Jaccard,24,0.3082791541154919
Author,LogisticLASSO,permutation (MLP),Jaccard,25,0.3168824742235449
Author,LogisticLASSO,permutation (MLP),Jaccard,26,0.32719475787811314
Author,LogisticLASSO,permutation (MLP),Jaccard,27,0.3331987676781841
Author,LogisticLASSO,permutation (MLP),Jaccard,28,0.34360727822945303
Author,LogisticLASSO,permutation (MLP),Jaccard,29,0.3486498360027135
Author,LogisticLASSO,permutation (MLP),Jaccard,30,0.3540150465762148
Author,LogisticLASSO,permutation (MLP),RBO,1,0.08
Author,LogisticLASSO,permutation (MLP),RBO,2,0.095
Author,LogisticLASSO,permutation (MLP),RBO,3,0.11888888888888882
Author,LogisticLASSO,permutation (MLP),RBO,4,0.13979166666666673
Author,LogisticLASSO,permutation (MLP),RBO,5,0.15663333333333324
Author,LogisticLASSO,permutation (MLP),RBO,6,0.17052777777777783
Author,LogisticLASSO,permutation (MLP),RBO,7,0.18392176870748309
Author,LogisticLASSO,permutation (MLP),RBO,8,0.19436904761904764
Author,LogisticLASSO,permutation (MLP),RBO,9,0.20338977072310407
Author,LogisticLASSO,permutation (MLP),RBO,10,0.21195079365079358
Author,LogisticLASSO,permutation (MLP),RBO,11,0.21995526695526685
Author,LogisticLASSO,permutation (MLP),RBO,12,0.22787566137566134
Author,LogisticLASSO,permutation (MLP),RBO,13,0.23543552174321408
Author,LogisticLASSO,permutation (MLP),RBO,14,0.24264931100645382
Author,LogisticLASSO,permutation (MLP),RBO,15,0.24993935693935693
Author,LogisticLASSO,permutation (MLP),RBO,16,0.2572478346306472
Author,LogisticLASSO,permutation (MLP),RBO,17,0.2643301419361108
Author,LogisticLASSO,permutation (MLP),RBO,18,0.27171303528533924
Author,LogisticLASSO,permutation (MLP),RBO,19,0.27891466009870086
Author,LogisticLASSO,permutation (MLP),RBO,20,0.285831622403094
Author,LogisticLASSO,permutation (MLP),RBO,21,0.292607966982352
Author,LogisticLASSO,permutation (MLP),RBO,22,0.2992738769934457
Author,LogisticLASSO,permutation (MLP),RBO,23,0.30600114626461616
Author,LogisticLASSO,permutation (MLP),RBO,24,0.3123780842287667
Author,LogisticLASSO,permutation (MLP),RBO,25,0.3185503237637894
Author,LogisticLASSO,permutation (MLP),RBO,26,0.32471463954759744
Author,LogisticLASSO,permutation (MLP),RBO,27,0.3303509132358877
Author,LogisticLASSO,permutation (MLP),RBO,28,0.33520714388258904
Author,LogisticLASSO,permutation (MLP),RBO,29,0.339557834127587
Author,LogisticLASSO,permutation (MLP),RBO,30,0.34272358363834615
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,1,0.17894736842105263
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,2,0.27017543859649107
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,3,0.354736842105263
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,4,0.35007518796992476
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,5,0.34231411862990774
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,6,0.35544315333789006
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,7,0.35541733120680485
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,8,0.3601219832798776
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,9,0.3723118986276878
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,10,0.38448269996257606
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,11,0.4103402309854975
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,12,0.42770408994622794
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,13,0.4471866938666678
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,14,0.46937073192409673
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,15,0.4890092679906427
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,16,0.5069862048505914
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,17,0.5261460656472103
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,18,0.5422145969972059
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,19,0.5485355449703277
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,20,0.5624132808603735
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,21,0.5684683946825508
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,22,0.5844041345103337
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,23,0.5903187230647566
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,24,0.6009188338784002
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,25,0.6056918931571964
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,26,0.6109487493098804
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,27,0.6167197786787316
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,28,0.6177296043729161
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,29,0.6214711648278538
Author,LogisticRidge,Epsilon-LRP (MLP),Jaccard,30,0.6167102697424576
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,1,0.17894736842105263
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,2,0.26842105263157895
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,3,0.3391812865497076
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,4,0.37741228070175437
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,5,0.40045614035087723
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,6,0.4190935672514621
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,7,0.43269244539921276
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,8,0.4435729949874686
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,9,0.45367632043070627
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,10,0.4630455304928989
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,11,0.4732340838321697
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,12,0.483213114857852
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,13,0.49319329568317427
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,14,0.5032391021676734
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,15,0.5131986006196533
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,16,0.5229411222914514
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,17,0.5325004042983464
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,18,0.5417409601349229
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,19,0.5502890740569661
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,20,0.558590409827802
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,21,0.5663625098968683
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,22,0.5740245880681499
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,23,0.5812429001778129
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,24,0.5882013465885324
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,25,0.5947701348302544
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,26,0.6009818720923108
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,27,0.606908974800898
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,28,0.6124490141004366
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,29,0.6177147124063795
Author,LogisticRidge,Epsilon-LRP (MLP),RBO,30,0.6225043389518979
Author,LogisticRidge,LogisticRidge,Jaccard,1,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,2,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,3,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,4,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,5,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,6,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,7,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,8,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,9,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,10,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,11,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,12,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,13,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,14,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,15,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,16,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,17,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,18,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,19,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,20,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,21,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,22,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,23,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,24,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,25,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,26,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,27,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,28,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,29,1.0
Author,LogisticRidge,LogisticRidge,Jaccard,30,1.0
Author,LogisticRidge,LogisticRidge,RBO,1,1.0
Author,LogisticRidge,LogisticRidge,RBO,2,1.0
Author,LogisticRidge,LogisticRidge,RBO,3,1.0
Author,LogisticRidge,LogisticRidge,RBO,4,1.0
Author,LogisticRidge,LogisticRidge,RBO,5,1.0
Author,LogisticRidge,LogisticRidge,RBO,6,1.0
Author,LogisticRidge,LogisticRidge,RBO,7,1.0
Author,LogisticRidge,LogisticRidge,RBO,8,1.0
Author,LogisticRidge,LogisticRidge,RBO,9,1.0
Author,LogisticRidge,LogisticRidge,RBO,10,1.0
Author,LogisticRidge,LogisticRidge,RBO,11,1.0
Author,LogisticRidge,LogisticRidge,RBO,12,1.0
Author,LogisticRidge,LogisticRidge,RBO,13,1.0
Author,LogisticRidge,LogisticRidge,RBO,14,1.0
Author,LogisticRidge,LogisticRidge,RBO,15,1.0
Author,LogisticRidge,LogisticRidge,RBO,16,1.0
Author,LogisticRidge,LogisticRidge,RBO,17,1.0
Author,LogisticRidge,LogisticRidge,RBO,18,1.0
Author,LogisticRidge,LogisticRidge,RBO,19,1.0
Author,LogisticRidge,LogisticRidge,RBO,20,1.0
Author,LogisticRidge,LogisticRidge,RBO,21,1.0
Author,LogisticRidge,LogisticRidge,RBO,22,1.0
Author,LogisticRidge,LogisticRidge,RBO,23,1.0
Author,LogisticRidge,LogisticRidge,RBO,24,1.0
Author,LogisticRidge,LogisticRidge,RBO,25,1.0
Author,LogisticRidge,LogisticRidge,RBO,26,1.0
Author,LogisticRidge,LogisticRidge,RBO,27,1.0
Author,LogisticRidge,LogisticRidge,RBO,28,1.0
Author,LogisticRidge,LogisticRidge,RBO,29,1.0
Author,LogisticRidge,LogisticRidge,RBO,30,1.0
Author,LogisticRidge,permutation (MLP),Jaccard,1,0.07
Author,LogisticRidge,permutation (MLP),Jaccard,2,0.09666666666666664
Author,LogisticRidge,permutation (MLP),Jaccard,3,0.11399999999999996
Author,LogisticRidge,permutation (MLP),Jaccard,4,0.11857142857142856
Author,LogisticRidge,permutation (MLP),Jaccard,5,0.13396825396825385
Author,LogisticRidge,permutation (MLP),Jaccard,6,0.15047619047619054
Author,LogisticRidge,permutation (MLP),Jaccard,7,0.1632035742035742
Author,LogisticRidge,permutation (MLP),Jaccard,8,0.1662257742257741
Author,LogisticRidge,permutation (MLP),Jaccard,9,0.17101923076923067
Author,LogisticRidge,permutation (MLP),Jaccard,10,0.17535775713794277
Author,LogisticRidge,permutation (MLP),Jaccard,11,0.18865202221239358
Author,LogisticRidge,permutation (MLP),Jaccard,12,0.19616535642757188
Author,LogisticRidge,permutation (MLP),Jaccard,13,0.2030722874379624
Author,LogisticRidge,permutation (MLP),Jaccard,14,0.20444972579755194
Author,LogisticRidge,permutation (MLP),Jaccard,15,0.21673248008030607
Author,LogisticRidge,permutation (MLP),Jaccard,16,0.2311135016574297
Author,LogisticRidge,permutation (MLP),Jaccard,17,0.24220841297418183
Author,LogisticRidge,permutation (MLP),Jaccard,18,0.2551847736801573
Author,LogisticRidge,permutation (MLP),Jaccard,19,0.26645211504260774
Author,LogisticRidge,permutation (MLP),Jaccard,20,0.27753228097679417
Author,LogisticRidge,permutation (MLP),Jaccard,21,0.2844467900849459
Author,LogisticRidge,permutation (MLP),Jaccard,22,0.29376812177631084
Author,LogisticRidge,permutation (MLP),Jaccard,23,0.30467344213907716
Author,LogisticRidge,permutation (MLP),Jaccard,24,0.31343171252492863
Author,LogisticRidge,permutation (MLP),Jaccard,25,0.32338449380223494
Author,LogisticRidge,permutation (MLP),Jaccard,26,0.3311150560541355
Author,LogisticRidge,permutation (MLP),Jaccard,27,0.3384437496357742
Author,LogisticRidge,permutation (MLP),Jaccard,28,0.34685737054435734
Author,LogisticRidge,permutation (MLP),Jaccard,29,0.35680433670766
Author,LogisticRidge,permutation (MLP),Jaccard,30,0.36765034359308335
Author,LogisticRidge,permutation (MLP),RBO,1,0.07
Author,LogisticRidge,permutation (MLP),RBO,2,0.1025
Author,LogisticRidge,permutation (MLP),RBO,3,0.1283333333333333
Author,LogisticRidge,permutation (MLP),RBO,4,0.14500000000000005
Author,LogisticRidge,permutation (MLP),RBO,5,0.16039999999999993
Author,LogisticRidge,permutation (MLP),RBO,6,0.1742222222222223
Author,LogisticRidge,permutation (MLP),RBO,7,0.18729251700680277
Author,LogisticRidge,permutation (MLP),RBO,8,0.19778720238095235
Author,LogisticRidge,permutation (MLP),RBO,9,0.2069219576719576
Author,LogisticRidge,permutation (MLP),RBO,10,0.2151297619047619
Author,LogisticRidge,permutation (MLP),RBO,11,0.22358903974813057
Author,LogisticRidge,permutation (MLP),RBO,12,0.2316232864357865
Author,LogisticRidge,permutation (MLP),RBO,13,0.23924989753835907
Author,LogisticRidge,permutation (MLP),RBO,14,0.24598714975500677
Author,LogisticRidge,permutation (MLP),RBO,15,0.2529657842157842
Author,LogisticRidge,permutation (MLP),RBO,16,0.26028042270229773
Author,LogisticRidge,permutation (MLP),RBO,17,0.26753036323538054
Author,LogisticRidge,permutation (MLP),RBO,18,0.2749206516976124
Author,LogisticRidge,permutation (MLP),RBO,19,0.2822793985611731
Author,LogisticRidge,permutation (MLP),RBO,20,0.2895904286331145
Author,LogisticRidge,permutation (MLP),RBO,21,0.29661673475262584
Author,LogisticRidge,permutation (MLP),RBO,22,0.303526717883705
Author,LogisticRidge,permutation (MLP),RBO,23,0.3104244220210864
Author,LogisticRidge,permutation (MLP),RBO,24,0.3171775711035411
Author,LogisticRidge,permutation (MLP),RBO,25,0.32383446825939943
Author,LogisticRidge,permutation (MLP),RBO,26,0.33034379344468895
Author,LogisticRidge,permutation (MLP),RBO,27,0.3366822263349405
Author,LogisticRidge,permutation (MLP),RBO,28,0.3429359223331821
Author,LogisticRidge,permutation (MLP),RBO,29,0.3491367050351296
Author,LogisticRidge,permutation (MLP),RBO,30,0.35532103708951424
Author,RF,Epsilon-LRP (MLP),Jaccard,1,0.14736842105263157
Author,RF,Epsilon-LRP (MLP),Jaccard,2,0.25964912280701746
Author,RF,Epsilon-LRP (MLP),Jaccard,3,0.3515789473684208
Author,RF,Epsilon-LRP (MLP),Jaccard,4,0.4526315789473688
Author,RF,Epsilon-LRP (MLP),Jaccard,5,0.5537593984962407
Author,RF,Epsilon-LRP (MLP),Jaccard,6,0.6115288220551383
Author,RF,Epsilon-LRP (MLP),Jaccard,7,0.596379585326954
Author,RF,Epsilon-LRP (MLP),Jaccard,8,0.5847740563530041
Author,RF,Epsilon-LRP (MLP),Jaccard,9,0.5604605920395391
Author,RF,Epsilon-LRP (MLP),Jaccard,10,0.5624270466375735
Author,RF,Epsilon-LRP (MLP),Jaccard,11,0.5487447124598828
Author,RF,Epsilon-LRP (MLP),Jaccard,12,0.5449315596684022
Author,RF,Epsilon-LRP (MLP),Jaccard,13,0.5437550015389353
Author,RF,Epsilon-LRP (MLP),Jaccard,14,0.5485461589991493
Author,RF,Epsilon-LRP (MLP),Jaccard,15,0.5450162663907167
Author,RF,Epsilon-LRP (MLP),Jaccard,16,0.5387998616977516
Author,RF,Epsilon-LRP (MLP),Jaccard,17,0.5376792308819293
Author,RF,Epsilon-LRP (MLP),Jaccard,18,0.5386053824131626
Author,RF,Epsilon-LRP (MLP),Jaccard,19,0.5364022044921593
Author,RF,Epsilon-LRP (MLP),Jaccard,20,0.527910719540881
Author,RF,Epsilon-LRP (MLP),Jaccard,21,0.5354445262794892
Author,RF,Epsilon-LRP (MLP),Jaccard,22,0.5329508374478701
Author,RF,Epsilon-LRP (MLP),Jaccard,23,0.5376222660222426
Author,RF,Epsilon-LRP (MLP),Jaccard,24,0.544427522918519
Author,RF,Epsilon-LRP (MLP),Jaccard,25,0.5483432976648688
Author,RF,Epsilon-LRP (MLP),Jaccard,26,0.5587545949891485
Author,RF,Epsilon-LRP (MLP),Jaccard,27,0.5667609508140763
Author,RF,Epsilon-LRP (MLP),Jaccard,28,0.57541730328434
Author,RF,Epsilon-LRP (MLP),Jaccard,29,0.5864905292166173
Author,RF,Epsilon-LRP (MLP),Jaccard,30,0.595553510630791
Author,RF,Epsilon-LRP (MLP),RBO,1,0.14736842105263157
Author,RF,Epsilon-LRP (MLP),RBO,2,0.24736842105263157
Author,RF,Epsilon-LRP (MLP),RBO,3,0.32982456140350874
Author,RF,Epsilon-LRP (MLP),RBO,4,0.39802631578947384
Author,RF,Epsilon-LRP (MLP),RBO,5,0.4569473684210526
Author,RF,Epsilon-LRP (MLP),RBO,6,0.5050584795321637
Author,RF,Epsilon-LRP (MLP),RBO,7,0.5383852488363766
Author,RF,Epsilon-LRP (MLP),RBO,8,0.5623699874686716
Author,RF,Epsilon-LRP (MLP),RBO,9,0.5790267335004178
Author,RF,Epsilon-LRP (MLP),RBO,10,0.5923872180451126
Author,RF,Epsilon-LRP (MLP),RBO,11,0.6024746784316164
Author,RF,Epsilon-LRP (MLP),RBO,12,0.6105286891471101
Author,RF,Epsilon-LRP (MLP),RBO,13,0.6173176688358875
Author,RF,Epsilon-LRP (MLP),RBO,14,0.623438372404538
Author,RF,Epsilon-LRP (MLP),RBO,15,0.6285658727237673
